,Filename,TTR,WordCount,UniqueWords,MLU,Fillers,NSNouns,LIVerbs,$,'',",",.,:,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,``,SYM,FW,WP$
105,Bush - Speech18 - Edited.txt,0.25989304812834224,2805.0,729.0,21.12837837837838,12.0,3.0,124.0,0.0,3.0,170.0,148.0,35.0,123.0,4.0,308.0,24.0,342.0,167.0,10.0,0.0,80.0,292.0,94.0,11.0,108.0,3.0,1.0,260.0,25.0,193.0,5.0,1.0,14.0,95.0,6.0,189.0,43.0,53.0,61.0,144.0,72.0,11.0,20.0,11.0,1.0,0.0,0.0,0.0
106,Bush - Speech20 - Edited.txt,0.2887588800668617,2393.0,691.0,21.524193548387096,9.0,9.0,94.0,0.0,1.0,148.0,124.0,39.0,106.0,7.0,223.0,20.0,290.0,120.0,6.0,3.0,49.0,251.0,120.0,10.0,95.0,1.0,8.0,202.0,23.0,164.0,5.0,1.0,15.0,95.0,5.0,138.0,35.0,74.0,45.0,106.0,86.0,13.0,14.0,23.0,1.0,2.0,0.0,1.0
107,Bush - Speech130 - Edited.txt,0.3072289156626506,1660.0,510.0,18.595959595959595,3.0,6.0,65.0,0.0,0.0,82.0,99.0,7.0,68.0,4.0,176.0,7.0,175.0,86.0,1.0,1.0,33.0,164.0,57.0,4.0,57.0,5.0,6.0,163.0,16.0,129.0,0.0,0.0,9.0,73.0,4.0,107.0,19.0,43.0,38.0,98.0,67.0,12.0,20.0,9.0,0.0,0.0,2.0,0.0
108,Bush - Speech88 - Edited.txt,0.28402865571007163,2373.0,674.0,18.654929577464788,12.0,1.0,87.0,0.0,0.0,128.0,142.0,42.0,108.0,20.0,257.0,5.0,257.0,131.0,2.0,4.0,51.0,237.0,124.0,11.0,75.0,3.0,4.0,237.0,32.0,163.0,3.0,0.0,8.0,81.0,2.0,130.0,59.0,50.0,55.0,113.0,70.0,6.0,20.0,19.0,0.0,0.0,0.0,0.0
109,Bush - Speech27 - Edited.txt,0.2574903589439336,3371.0,868.0,17.30275229357798,13.0,8.0,121.0,0.0,5.0,172.0,218.0,51.0,138.0,16.0,346.0,18.0,371.0,196.0,9.0,10.0,58.0,329.0,148.0,10.0,118.0,1.0,2.0,372.0,41.0,231.0,7.0,2.0,20.0,115.0,4.0,208.0,118.0,53.0,49.0,164.0,100.0,21.0,25.0,20.0,5.0,0.0,1.0,0.0
110,Bush - Speech117 - Edited.txt,0.2982131854590265,1623.0,484.0,17.980198019801982,7.0,7.0,58.0,0.0,0.0,91.0,101.0,10.0,72.0,8.0,151.0,5.0,193.0,83.0,6.0,7.0,42.0,166.0,63.0,9.0,54.0,0.0,0.0,170.0,19.0,111.0,3.0,1.0,3.0,62.0,1.0,109.0,40.0,50.0,30.0,83.0,47.0,11.0,8.0,7.0,0.0,0.0,0.0,0.0
111,Bush - Speech36 - Edited.txt,0.27755102040816326,2205.0,612.0,19.228346456692915,17.0,4.0,80.0,0.0,0.0,108.0,127.0,27.0,105.0,12.0,237.0,14.0,256.0,116.0,7.0,1.0,58.0,217.0,129.0,9.0,87.0,6.0,2.0,181.0,24.0,152.0,0.0,1.0,21.0,69.0,2.0,126.0,39.0,35.0,52.0,97.0,77.0,17.0,20.0,11.0,0.0,0.0,0.0,0.0
112,Bush - Speech55 - Edited.txt,0.3146551724137931,1392.0,438.0,22.761194029850746,7.0,7.0,57.0,0.0,0.0,66.0,67.0,25.0,56.0,5.0,151.0,8.0,170.0,61.0,1.0,1.0,29.0,133.0,51.0,3.0,55.0,2.0,2.0,149.0,12.0,88.0,1.0,0.0,0.0,50.0,1.0,87.0,37.0,25.0,48.0,71.0,43.0,15.0,6.0,6.0,0.0,0.0,0.0,0.0
113,Bush - Speech84 - Edited.txt,0.3441108545034642,1299.0,447.0,21.208955223880597,2.0,4.0,56.0,3.0,2.0,52.0,67.0,17.0,66.0,15.0,129.0,4.0,139.0,50.0,2.0,1.0,28.0,123.0,74.0,7.0,46.0,0.0,3.0,122.0,23.0,100.0,1.0,0.0,7.0,55.0,0.0,84.0,29.0,32.0,28.0,68.0,29.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0
114,Bush - Speech41 - Edited.txt,0.3484848484848485,1320.0,460.0,24.35,4.0,2.0,49.0,0.0,0.0,80.0,60.0,20.0,60.0,6.0,148.0,3.0,160.0,77.0,2.0,1.0,31.0,147.0,80.0,7.0,40.0,0.0,0.0,114.0,12.0,76.0,2.0,0.0,4.0,43.0,0.0,77.0,20.0,20.0,29.0,64.0,48.0,14.0,6.0,9.0,0.0,0.0,1.0,0.0
115,Bush - Speech108 - Edited.txt,0.2579505300353357,2830.0,730.0,19.06024096385542,17.0,6.0,130.0,0.0,6.0,168.0,166.0,26.0,136.0,12.0,270.0,7.0,296.0,155.0,9.0,2.0,67.0,279.0,118.0,8.0,92.0,1.0,2.0,301.0,25.0,239.0,5.0,0.0,16.0,107.0,4.0,199.0,59.0,57.0,56.0,144.0,77.0,15.0,14.0,19.0,6.0,1.0,0.0,0.0
