,index,Filename,Date,JDate,Julian,TTR,WordCount,UniqueWords,MLU,",",.,:,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,'',POS,``,PDT,WP$,$,FW,SYM,Nouns,Nouns/100,NounsNormalised,Adjectives,Adjectives/100,AdjectivesNormalised,Adverbs,Adverbs/100,AdverbsNormalised,Verbs,Verbs/100,VerbsNormalised
88,88,Bush - Speech90 - Edited.txt,02/08/1991,1991-08-02,2448470.5,0.2197350388305162,4378.0,962.0,18.41509433962264,233.0,265.0,49.0,179.0,29.0,449.0,23.0,438.0,210.0,20.0,5.0,93.0,443.0,167.0,12.0,148.0,456.0,39.0,340.0,7.0,0.0,20.0,164.0,7.0,303.0,85.0,94.0,85.0,283.0,121.0,28.0,40.0,27.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,770.0,7.7,0.17587939698492464,235.0,2.35,0.05367747830059388,347.0,3.47,0.07925993604385564,971.0,9.71,0.22179077204202832
89,89,Bush - Speech92 - Edited.txt,21/08/1991,1991-08-21,2448489.5,0.2439367311072056,2845.0,694.0,19.275449101796404,202.0,167.0,15.0,131.0,15.0,289.0,15.0,307.0,140.0,4.0,6.0,83.0,280.0,97.0,6.0,98.0,318.0,22.0,219.0,3.0,0.0,13.0,93.0,7.0,172.0,92.0,50.0,68.0,140.0,95.0,13.0,32.0,10.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,0.0,481.0,4.81,0.16906854130052723,150.0,1.5,0.05272407732864675,222.0,2.22,0.07803163444639719,617.0,6.17,0.21687170474516695
90,90,Bush - Speech93 - Edited.txt,26/08/1991,1991-08-26,2448494.5,0.2529058116232465,2495.0,631.0,18.22875816993464,137.0,153.0,31.0,98.0,15.0,249.0,14.0,288.0,122.0,7.0,1.0,48.0,259.0,105.0,15.0,79.0,237.0,20.0,169.0,9.0,0.0,13.0,95.0,3.0,151.0,37.0,67.0,46.0,156.0,81.0,17.0,34.0,14.0,3.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,458.0,4.58,0.18356713426853707,130.0,1.3,0.052104208416833664,178.0,1.78,0.07134268537074148,538.0,5.38,0.2156312625250501
91,91,Bush - Speech94 - Edited.txt,29/08/1991,1991-08-29,2448497.5,0.28577817531305905,2236.0,639.0,18.8796992481203,140.0,133.0,14.0,108.0,14.0,227.0,11.0,232.0,122.0,8.0,0.0,41.0,246.0,77.0,10.0,76.0,215.0,16.0,166.0,4.0,1.0,20.0,79.0,1.0,127.0,53.0,60.0,41.0,127.0,80.0,11.0,19.0,18.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,409.0,4.09,0.18291592128801432,130.0,1.3,0.05813953488372093,171.0,1.71,0.07647584973166369,488.0,4.88,0.2182468694096601
92,92,Bush - Speech95 - Edited.txt,02/09/1991,1991-09-02,2448501.5,0.2323580034423408,3486.0,810.0,20.684491978609625,189.0,187.0,18.0,147.0,22.0,371.0,22.0,445.0,179.0,4.0,6.0,76.0,405.0,123.0,27.0,105.0,353.0,29.0,227.0,4.0,3.0,17.0,104.0,3.0,182.0,60.0,63.0,78.0,201.0,121.0,17.0,37.0,27.0,4.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,660.0,6.6,0.18932874354561102,189.0,1.89,0.05421686746987952,234.0,2.34,0.06712564543889846,705.0,7.05,0.20223752151462995
93,93,Bush - Speech96 - Edited.txt,12/09/1991,1991-09-12,2448511.5,0.26875287620800736,2173.0,584.0,16.385135135135137,102.0,148.0,11.0,93.0,16.0,223.0,10.0,215.0,93.0,7.0,6.0,52.0,231.0,74.0,8.0,48.0,230.0,28.0,195.0,3.0,1.0,8.0,88.0,0.0,135.0,21.0,56.0,44.0,155.0,73.0,11.0,21.0,13.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,361.0,3.61,0.16612977450529223,106.0,1.06,0.04878048780487805,199.0,1.99,0.09157846295444086,484.0,4.84,0.22273354809019788
94,94,Bush - Speech97 - Edited.txt,16/09/1991,1991-09-16,2448515.5,0.32839313572542894,1282.0,421.0,16.40909090909091,73.0,88.0,2.0,57.0,6.0,130.0,6.0,154.0,46.0,5.0,6.0,27.0,123.0,49.0,6.0,41.0,147.0,8.0,107.0,0.0,1.0,4.0,34.0,0.0,63.0,27.0,26.0,43.0,80.0,51.0,4.0,18.0,7.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,219.0,2.19,0.17082683307332294,57.0,0.57,0.044461778471138844,108.0,1.08,0.0842433697347894,290.0,2.9,0.22620904836193448
95,95,Bush - Speech98 - Edited.txt,04/10/1991,1991-10-04,2448533.5,0.2318878900052882,3782.0,877.0,16.234615384615385,179.0,259.0,32.0,146.0,31.0,370.0,28.0,418.0,173.0,17.0,6.0,92.0,383.0,111.0,10.0,146.0,404.0,25.0,278.0,7.0,0.0,17.0,129.0,7.0,262.0,55.0,102.0,71.0,250.0,120.0,27.0,27.0,22.0,3.0,4.0,3.0,5.0,1.0,0.0,1.0,0.0,650.0,6.5,0.1718667371760973,196.0,1.96,0.05182443151771549,285.0,2.85,0.07535695399259651,860.0,8.6,0.22739291380222104
96,96,Bush - Speech99 - Edited.txt,25/10/1991,1991-10-25,2448554.5,0.2177554438860972,4179.0,910.0,16.728571428571428,221.0,280.0,40.0,172.0,19.0,401.0,16.0,385.0,204.0,15.0,3.0,111.0,425.0,108.0,4.0,183.0,472.0,34.0,322.0,3.0,4.0,21.0,149.0,18.0,328.0,82.0,83.0,91.0,247.0,129.0,31.0,30.0,29.0,2.0,16.0,2.0,4.0,0.0,0.0,0.0,0.0,720.0,7.2,0.1722900215362527,222.0,2.22,0.05312275664034458,329.0,3.29,0.07872696817420435,960.0,9.6,0.22972002871500358
97,97,Bush - Speech101 - Edited.txt,29/10/1991,1991-10-29,2448558.5,0.3408906882591093,1235.0,421.0,22.508196721311478,76.0,61.0,11.0,51.0,6.0,136.0,7.0,136.0,56.0,3.0,1.0,28.0,133.0,66.0,4.0,50.0,100.0,23.0,92.0,1.0,0.0,4.0,41.0,0.0,65.0,16.0,34.0,29.0,71.0,36.0,7.0,16.0,5.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,253.0,2.53,0.2048582995951417,60.0,0.6,0.048582995951417005,93.0,0.93,0.07530364372469636,251.0,2.51,0.20323886639676114
98,98,Bush - Speech100 - Edited.txt,29/10/1991,1991-10-29,2448558.5,0.3225806451612903,1395.0,450.0,18.15116279069768,80.0,86.0,5.0,65.0,8.0,136.0,3.0,137.0,82.0,5.0,4.0,25.0,121.0,72.0,9.0,61.0,138.0,24.0,106.0,2.0,0.0,6.0,65.0,0.0,91.0,40.0,21.0,23.0,78.0,32.0,11.0,15.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,263.0,2.63,0.18853046594982079,91.0,0.91,0.06523297491039426,108.0,1.08,0.07741935483870968,285.0,2.85,0.20430107526881722
99,99,Bush - Speech102 - Edited.txt,06/11/1991,1991-11-06,2448566.5,0.2913543228385807,2001.0,583.0,17.358778625954198,138.0,131.0,19.0,94.0,16.0,195.0,4.0,196.0,100.0,6.0,2.0,42.0,203.0,79.0,4.0,83.0,203.0,14.0,136.0,4.0,0.0,7.0,63.0,8.0,138.0,49.0,33.0,46.0,133.0,56.0,13.0,9.0,23.0,10.0,2.0,9.0,5.0,1.0,0.0,0.0,0.0,369.0,3.69,0.18440779610194902,108.0,1.08,0.053973013493253376,140.0,1.4,0.06996501749125437,455.0,4.55,0.2273863068465767
100,100,Bush - Speech103 - Edited.txt,08/11/1991,1991-11-08,2448568.5,0.2314214463840399,4010.0,928.0,18.304878048780488,244.0,246.0,22.0,172.0,30.0,439.0,19.0,432.0,201.0,11.0,1.0,93.0,421.0,156.0,9.0,158.0,394.0,39.0,297.0,1.0,2.0,17.0,128.0,5.0,259.0,81.0,76.0,76.0,221.0,141.0,26.0,33.0,28.0,5.0,14.0,5.0,0.0,0.0,1.0,0.0,0.0,744.0,7.44,0.1855361596009975,213.0,2.13,0.053117206982543644,300.0,3.0,0.07481296758104738,854.0,8.54,0.21296758104738153
101,101,Bush - Speech104 - Edited.txt,09/11/1991,1991-11-09,2448569.5,0.3669885864793679,1139.0,418.0,17.54794520547945,69.0,73.0,5.0,44.0,9.0,120.0,2.0,119.0,56.0,3.0,2.0,30.0,136.0,35.0,4.0,55.0,110.0,15.0,90.0,1.0,1.0,1.0,42.0,0.0,63.0,22.0,24.0,20.0,64.0,40.0,4.0,6.0,10.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,230.0,2.3,0.2019315188762072,61.0,0.61,0.053555750658472345,92.0,0.92,0.08077260755048288,233.0,2.33,0.20456540825285338
102,102,Bush - Speech105 - Edited.txt,05/12/1991,1991-12-05,2448595.5,0.2288376909137976,3863.0,884.0,16.61685823754789,211.0,261.0,30.0,182.0,18.0,398.0,24.0,382.0,196.0,7.0,6.0,82.0,396.0,116.0,4.0,159.0,389.0,34.0,294.0,6.0,0.0,17.0,141.0,7.0,271.0,43.0,70.0,85.0,265.0,139.0,22.0,31.0,22.0,8.0,8.0,8.0,3.0,2.0,0.0,0.0,0.0,675.0,6.75,0.1747346621796531,209.0,2.09,0.054103028734144444,300.0,3.0,0.07765984985762361,873.0,8.73,0.2259901630856847
103,103,Bush - Speech106 - Edited.txt,19/12/1991,1991-12-19,2448609.5,0.2067881835323696,4773.0,987.0,16.651234567901234,291.0,324.0,28.0,197.0,37.0,510.0,23.0,519.0,242.0,14.0,4.0,114.0,477.0,177.0,23.0,191.0,491.0,48.0,358.0,2.0,1.0,22.0,169.0,6.0,267.0,66.0,105.0,109.0,286.0,166.0,35.0,50.0,24.0,2.0,9.0,2.0,5.0,1.0,0.0,0.0,0.0,868.0,8.68,0.18185627487953068,260.0,2.6,0.054473077728891685,361.0,3.61,0.07563377330819192,999.0,9.99,0.20930232558139536
104,104,Bush - Speech108 - Edited.txt,02/01/1992,1992-01-02,2448623.5,0.2579505300353357,2830.0,730.0,19.06024096385542,168.0,166.0,26.0,136.0,12.0,270.0,7.0,296.0,155.0,9.0,2.0,67.0,279.0,118.0,8.0,92.0,301.0,25.0,239.0,5.0,0.0,16.0,107.0,4.0,199.0,59.0,57.0,56.0,144.0,77.0,15.0,14.0,19.0,6.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0,497.0,4.97,0.1756183745583039,166.0,1.66,0.058657243816254416,244.0,2.44,0.0862190812720848,592.0,5.92,0.20918727915194346
105,105,Bush - Speech109 - Edited.txt,04/01/1992,1992-01-04,2448625.5,0.2655709342560554,2312.0,614.0,21.881355932203395,150.0,118.0,10.0,100.0,15.0,222.0,10.0,249.0,115.0,17.0,3.0,63.0,245.0,93.0,7.0,90.0,212.0,28.0,168.0,8.0,1.0,6.0,102.0,7.0,176.0,23.0,52.0,25.0,130.0,78.0,18.0,18.0,4.0,5.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,435.0,4.35,0.18814878892733564,135.0,1.35,0.05839100346020761,177.0,1.77,0.07655709342560553,484.0,4.84,0.2093425605536332
106,106,Bush - Speech110 - Edited.txt,06/01/1992,1992-01-06,2448627.5,0.3744813278008299,964.0,361.0,16.348484848484848,48.0,66.0,7.0,35.0,4.0,97.0,5.0,104.0,65.0,2.0,0.0,19.0,102.0,51.0,1.0,32.0,83.0,8.0,75.0,0.0,0.0,3.0,43.0,2.0,56.0,14.0,29.0,22.0,40.0,40.0,5.0,13.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,186.0,1.86,0.19294605809128632,67.0,0.67,0.06950207468879668,75.0,0.75,0.07780082987551867,201.0,2.01,0.20850622406639005
107,107,Bush - Speech111 - Edited.txt,09/01/1992,1992-01-09,2448630.5,0.3139178418148375,1631.0,512.0,19.157894736842106,93.0,95.0,6.0,71.0,8.0,156.0,9.0,180.0,86.0,5.0,0.0,40.0,185.0,60.0,7.0,61.0,162.0,13.0,111.0,3.0,0.0,9.0,58.0,3.0,98.0,32.0,33.0,45.0,99.0,48.0,11.0,8.0,12.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,313.0,3.13,0.19190680564071122,91.0,0.91,0.055793991416309016,114.0,1.14,0.06989576946658492,355.0,3.55,0.2176578786020846
108,108,Bush - Speech112 - Edited.txt,22/01/1992,1992-01-22,2448643.5,0.30231065468549423,1558.0,471.0,17.606060606060606,86.0,99.0,5.0,74.0,11.0,171.0,6.0,153.0,92.0,5.0,7.0,50.0,149.0,42.0,6.0,65.0,159.0,15.0,96.0,2.0,0.0,6.0,51.0,3.0,111.0,19.0,32.0,38.0,106.0,33.0,17.0,17.0,6.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,262.0,2.62,0.1681643132220796,104.0,1.04,0.06675224646983312,98.0,0.98,0.06290115532734275,339.0,3.39,0.21758664955070603
109,109,Bush - Speech113 - Edited.txt,01/02/1992,1992-02-01,2448653.5,0.39265850945495,899.0,353.0,18.77358490566038,43.0,53.0,4.0,34.0,7.0,89.0,3.0,116.0,58.0,6.0,0.0,19.0,86.0,48.0,3.0,38.0,104.0,9.0,54.0,1.0,0.0,1.0,27.0,0.0,44.0,36.0,17.0,15.0,32.0,32.0,6.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,175.0,1.75,0.1946607341490545,64.0,0.64,0.07119021134593993,55.0,0.55,0.06117908787541713,176.0,1.76,0.19577308120133483
110,110,Bush - Speech114 - Edited.txt,14/02/1992,1992-02-14,2448666.5,0.3342490842490842,1092.0,365.0,15.23456790123457,60.0,81.0,7.0,45.0,8.0,119.0,3.0,99.0,36.0,7.0,2.0,26.0,112.0,18.0,0.0,29.0,131.0,5.0,82.0,0.0,1.0,6.0,53.0,3.0,90.0,16.0,33.0,15.0,60.0,45.0,8.0,16.0,6.0,4.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,159.0,1.59,0.14560439560439561,45.0,0.45,0.04120879120879121,83.0,0.83,0.076007326007326,259.0,2.59,0.23717948717948717
111,111,Bush - Speech115 - Edited.txt,27/02/1992,1992-02-27,2448679.5,0.2824529991047449,2234.0,631.0,17.549295774647888,114.0,142.0,24.0,91.0,27.0,245.0,10.0,244.0,128.0,13.0,3.0,46.0,232.0,74.0,14.0,87.0,214.0,20.0,173.0,4.0,2.0,5.0,84.0,6.0,132.0,55.0,37.0,35.0,121.0,62.0,13.0,16.0,7.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,407.0,4.07,0.18218442256042972,144.0,1.44,0.06445837063563116,179.0,1.79,0.0801253357206804,442.0,4.42,0.19785138764547897
112,112,Bush - Speech116 - Edited.txt,11/03/1992,1992-03-11,2448692.5,0.22947045280122794,3909.0,897.0,15.672597864768687,208.0,281.0,23.0,157.0,16.0,413.0,13.0,385.0,201.0,8.0,8.0,95.0,401.0,128.0,8.0,130.0,431.0,34.0,284.0,5.0,2.0,24.0,154.0,14.0,297.0,52.0,114.0,63.0,266.0,102.0,20.0,26.0,22.0,3.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,667.0,6.67,0.17063187515988745,217.0,2.17,0.055512918905090816,291.0,2.91,0.07444359171143515,894.0,8.94,0.22870299309286263
113,113,Bush - Speech117 - Edited.txt,22/03/1992,1992-03-22,2448703.5,0.2982131854590265,1623.0,484.0,17.980198019801986,91.0,101.0,10.0,72.0,8.0,151.0,5.0,193.0,83.0,6.0,7.0,42.0,166.0,63.0,9.0,54.0,170.0,19.0,111.0,3.0,1.0,3.0,62.0,1.0,109.0,40.0,50.0,30.0,83.0,47.0,11.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,2.92,0.17991373998767715,96.0,0.96,0.059149722735674676,115.0,1.15,0.07085643869377696,359.0,3.59,0.22119531731361675
114,114,Bush - Speech118 - Edited.txt,01/04/1992,1992-04-01,2448713.5,0.3279088689991863,1229.0,403.0,19.7536231884058,64.0,69.0,9.0,48.0,3.0,127.0,4.0,157.0,72.0,1.0,3.0,35.0,127.0,41.0,5.0,42.0,124.0,10.0,72.0,3.0,0.0,6.0,48.0,3.0,78.0,19.0,41.0,25.0,55.0,45.0,8.0,10.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,215.0,2.15,0.17493897477624085,76.0,0.76,0.061838893409275834,75.0,0.75,0.061025223759153785,263.0,2.63,0.21399511798209928
115,115,Bush - Speech119 - Edited.txt,10/04/1992,1992-04-10,2448722.5,0.21507556210836712,5426.0,1167.0,17.209631728045327,296.0,352.0,31.0,235.0,55.0,577.0,12.0,600.0,274.0,16.0,4.0,120.0,584.0,221.0,14.0,194.0,566.0,49.0,342.0,10.0,0.0,31.0,182.0,16.0,326.0,67.0,127.0,122.0,317.0,192.0,30.0,42.0,27.0,10.0,13.0,10.0,1.0,0.0,10.0,0.0,0.0,1013.0,10.13,0.18669369701437524,294.0,2.94,0.054183560633984516,352.0,3.52,0.0648728345005529,1151.0,11.51,0.21212679690379654
116,116,Bush - Speech120 - Edited.txt,06/05/1992,1992-05-06,2448748.5,0.21414538310412573,3054.0,654.0,19.238636363636363,154.0,176.0,25.0,128.0,13.0,331.0,10.0,307.0,108.0,15.0,1.0,84.0,300.0,98.0,4.0,111.0,343.0,23.0,187.0,3.0,0.0,12.0,144.0,6.0,238.0,43.0,65.0,90.0,190.0,98.0,27.0,25.0,13.0,1.0,9.0,1.0,2.0,1.0,0.0,0.0,0.0,513.0,5.13,0.16797642436149313,124.0,1.24,0.04060248853962017,190.0,1.9,0.06221349050425671,724.0,7.24,0.23706614276358873
117,117,Bush - Speech121 - Edited.txt,20/05/1992,1992-05-20,2448762.5,0.3092909535452323,1636.0,506.0,18.25,88.0,100.0,10.0,61.0,11.0,178.0,7.0,170.0,82.0,6.0,3.0,33.0,172.0,81.0,1.0,65.0,179.0,20.0,101.0,4.0,0.0,3.0,56.0,3.0,94.0,25.0,24.0,38.0,102.0,58.0,11.0,13.0,11.0,3.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,319.0,3.19,0.1949877750611247,91.0,0.91,0.055623471882640586,105.0,1.05,0.06418092909535453,341.0,3.41,0.20843520782396088
118,118,Bush - Speech122 - Edited.txt,04/06/1992,1992-06-04,2448777.5,0.2170788416825196,4731.0,1027.0,16.054054054054053,273.0,333.0,31.0,150.0,36.0,509.0,15.0,460.0,238.0,10.0,7.0,98.0,521.0,156.0,15.0,163.0,539.0,49.0,270.0,6.0,3.0,33.0,160.0,8.0,309.0,104.0,126.0,97.0,321.0,143.0,37.0,35.0,29.0,21.0,14.0,21.0,4.0,0.0,2.0,0.0,0.0,855.0,8.55,0.18072289156626506,255.0,2.55,0.053899809765377296,279.0,2.79,0.05897273303741281,1100.0,11.0,0.23250898330162756
119,119,Bush - Speech123 - Edited.txt,07/06/1992,1992-06-07,2448780.5,0.292630676949443,2334.0,683.0,17.869863013698627,126.0,146.0,20.0,97.0,20.0,251.0,6.0,244.0,149.0,2.0,1.0,62.0,252.0,69.0,6.0,77.0,240.0,16.0,170.0,1.0,2.0,15.0,78.0,1.0,150.0,72.0,51.0,45.0,101.0,82.0,14.0,19.0,19.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,404.0,4.04,0.17309340188517566,152.0,1.52,0.06512425021422451,173.0,1.73,0.07412167952013711,501.0,5.01,0.21465295629820053
120,120,Bush - Speech124 - Edited.txt,13/06/1992,1992-06-13,2448786.5,0.258495145631068,3296.0,852.0,17.87864077669903,179.0,206.0,17.0,110.0,20.0,339.0,10.0,380.0,212.0,10.0,7.0,63.0,356.0,135.0,12.0,150.0,341.0,22.0,216.0,8.0,4.0,17.0,100.0,10.0,168.0,77.0,58.0,77.0,208.0,103.0,12.0,23.0,20.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,653.0,6.53,0.19811893203883496,229.0,2.29,0.06947815533980582,228.0,2.28,0.0691747572815534,691.0,6.91,0.2096480582524272
121,121,Bush - Speech125 - Edited.txt,17/06/1992,1992-06-17,2448790.5,0.2768334142787761,2059.0,570.0,19.25423728813559,94.0,118.0,15.0,84.0,10.0,239.0,9.0,242.0,107.0,4.0,1.0,53.0,185.0,114.0,9.0,74.0,205.0,19.0,137.0,2.0,2.0,8.0,72.0,2.0,124.0,38.0,35.0,43.0,115.0,58.0,11.0,17.0,8.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,382.0,3.82,0.18552695483244294,112.0,1.12,0.054395337542496355,141.0,1.41,0.06847984458474989,413.0,4.13,0.20058280718795532
122,122,Bush - Speech126 - Edited.txt,02/07/1992,1992-07-02,2448805.5,0.2287454998615342,3611.0,826.0,17.897777777777776,188.0,225.0,14.0,168.0,20.0,370.0,23.0,393.0,202.0,3.0,2.0,89.0,328.0,150.0,15.0,137.0,378.0,34.0,239.0,4.0,3.0,19.0,128.0,9.0,231.0,55.0,83.0,80.0,220.0,116.0,23.0,30.0,25.0,4.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0,630.0,6.3,0.17446690667405151,207.0,2.07,0.05732484076433121,246.0,2.46,0.06812517308224869,785.0,7.85,0.21739130434782608
123,123,Bush - Speech127 - Edited.txt,08/07/1992,1992-07-08,2448811.5,0.2311941083640189,3802.0,879.0,16.66269841269841,144.0,252.0,27.0,144.0,30.0,405.0,14.0,408.0,215.0,9.0,6.0,81.0,448.0,140.0,18.0,127.0,364.0,44.0,262.0,10.0,1.0,18.0,127.0,3.0,228.0,50.0,82.0,85.0,219.0,157.0,22.0,25.0,25.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,733.0,7.33,0.19279326670173594,230.0,2.3,0.060494476591267755,273.0,2.73,0.07180431351920043,821.0,8.21,0.21593897948448185
124,124,Bush - Speech128 - Edited.txt,14/07/1992,1992-07-14,2448817.5,0.3910950661853189,831.0,325.0,17.12962962962963,40.0,54.0,4.0,36.0,7.0,87.0,2.0,78.0,38.0,1.0,1.0,18.0,78.0,30.0,3.0,24.0,97.0,10.0,67.0,0.0,0.0,4.0,39.0,2.0,58.0,22.0,15.0,20.0,44.0,23.0,8.0,6.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,135.0,1.35,0.1624548736462094,40.0,0.4,0.048134777376654635,67.0,0.67,0.08062575210589651,182.0,1.82,0.2190132370637786
125,125,Bush - Speech129 - Edited.txt,16/07/1992,1992-07-16,2448819.5,0.3037486218302095,1814.0,551.0,13.056962025316455,89.0,158.0,8.0,75.0,13.0,201.0,9.0,178.0,86.0,5.0,2.0,29.0,176.0,56.0,0.0,62.0,232.0,19.0,148.0,3.0,3.0,8.0,51.0,7.0,85.0,67.0,32.0,55.0,116.0,49.0,4.0,14.0,10.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,294.0,2.94,0.16207276736493936,93.0,0.93,0.051267916207276734,154.0,1.54,0.08489525909592062,404.0,4.04,0.2227122381477398
126,126,Bush - Speech130 - Edited.txt,07/08/1992,1992-08-07,2448841.5,0.3072289156626506,1660.0,510.0,18.595959595959595,82.0,99.0,7.0,68.0,4.0,176.0,7.0,175.0,86.0,1.0,1.0,33.0,164.0,57.0,4.0,57.0,163.0,16.0,129.0,0.0,0.0,9.0,73.0,4.0,107.0,19.0,43.0,38.0,98.0,67.0,12.0,20.0,9.0,0.0,6.0,0.0,5.0,0.0,0.0,2.0,0.0,282.0,2.82,0.16987951807228915,88.0,0.88,0.05301204819277108,129.0,1.29,0.07771084337349397,372.0,3.72,0.22409638554216868
127,127,Bush - Speech131 - Edited.txt,08/08/1992,1992-08-08,2448842.5,0.28842412451361865,2056.0,593.0,16.73913043478261,115.0,138.0,14.0,77.0,11.0,203.0,20.0,206.0,109.0,7.0,0.0,29.0,205.0,81.0,9.0,77.0,227.0,10.0,155.0,2.0,0.0,9.0,81.0,3.0,136.0,40.0,58.0,51.0,128.0,70.0,4.0,8.0,14.0,3.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,372.0,3.72,0.18093385214007782,116.0,1.16,0.05642023346303502,157.0,1.57,0.07636186770428016,483.0,4.83,0.23492217898832685
128,128,Bush - Speech132 - Edited.txt,11/08/1992,1992-08-11,2448845.5,0.3205033308660252,1351.0,433.0,19.243589743589748,72.0,78.0,7.0,57.0,6.0,129.0,7.0,142.0,70.0,2.0,1.0,34.0,138.0,47.0,9.0,35.0,148.0,16.0,108.0,1.0,0.0,3.0,51.0,0.0,91.0,19.0,38.0,27.0,77.0,57.0,10.0,9.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,229.0,2.29,0.1695040710584752,73.0,0.73,0.0540340488527017,109.0,1.09,0.08068097705403404,309.0,3.09,0.22871946706143598
129,129,Bush - Speech133 - Edited.txt,28/08/1992,1992-08-28,2448862.5,0.2835820895522388,1474.0,418.0,16.5,75.0,100.0,13.0,54.0,6.0,148.0,10.0,145.0,72.0,3.0,1.0,27.0,128.0,55.0,0.0,48.0,175.0,12.0,116.0,2.0,0.0,4.0,57.0,1.0,96.0,53.0,39.0,33.0,91.0,46.0,5.0,13.0,10.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,231.0,2.31,0.15671641791044777,76.0,0.76,0.051560379918588875,118.0,1.18,0.08005427408412483,358.0,3.58,0.24287652645861602
130,130,Bush - Speech134 - Edited.txt,03/01/1993,1993-01-03,2448990.5,0.481958762886598,388.0,187.0,23.444444444444446,16.0,18.0,1.0,17.0,2.0,39.0,0.0,46.0,22.0,0.0,1.0,20.0,37.0,18.0,2.0,10.0,40.0,6.0,23.0,0.0,1.0,0.0,14.0,0.0,29.0,4.0,9.0,12.0,21.0,7.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.67,0.17268041237113402,23.0,0.23,0.059278350515463915,24.0,0.24,0.061855670103092786,82.0,0.82,0.211340206185567
131,131,Bush - Speech135 - Edited.txt,16/01/1993,1993-01-16,2449003.5,0.384887839433294,847.0,326.0,11.571428571428573,40.0,84.0,6.0,33.0,4.0,84.0,3.0,85.0,42.0,0.0,0.0,18.0,84.0,31.0,2.0,26.0,108.0,6.0,55.0,0.0,0.0,1.0,34.0,2.0,53.0,17.0,36.0,16.0,59.0,27.0,2.0,7.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,143.0,1.43,0.16883116883116883,42.0,0.42,0.049586776859504134,55.0,0.55,0.06493506493506493,208.0,2.08,0.24557260920897284
